nn  1  7     0.0    0.0    1.0  504.6  504.6  0.000 0.968E-02 0.796E-03 0.120E-01 0.650E-03 1.2422 0.990E-02 0.123E-01

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
