nn  1  5     0.0    0.0    1.0  504.6  504.6  0.000 0.250E-01 0.753E-03 0.298E-01 0.614E-03 1.1908 0.256E-01 0.305E-01

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
