nn  1  5     0.0    0.0    1.0  554.6  554.6  0.000 0.167E-01 0.754E-03 0.196E-01 0.617E-03 1.1739 0.169E-01 0.199E-01

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
