nn  1  7     0.0    0.0    1.0  854.5  854.5  0.000 0.620E-03 0.804E-03 0.765E-03 0.647E-03 1.2332 0.621E-03 0.766E-03

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
