nn  1  7     0.0    0.0    1.0  354.6  354.6  0.000 0.460E-01 0.791E-03 0.578E-01 0.646E-03 1.2570 0.481E-01 0.605E-01

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
