nn  1  5     0.0    0.0    1.0  804.5  804.5  0.000 0.281E-02 0.759E-03 0.318E-02 0.608E-03 1.1326 0.281E-02 0.318E-02

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
