nn  1  7     0.0    0.0    1.0  954.5  954.5  0.000 0.317E-03 0.806E-03 0.390E-03 0.649E-03 1.2299 0.317E-03 0.390E-03

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
