nn  1  5     0.0    0.0    1.0  604.6  604.6  0.000 0.114E-01 0.755E-03 0.134E-01 0.606E-03 1.1806 0.115E-01 0.135E-01

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
