nn  1  7     0.0    0.0    1.0  404.6  404.6  0.000 0.262E-01 0.793E-03 0.327E-01 0.649E-03 1.2491 0.272E-01 0.339E-01

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
