nn  1  5     0.0    0.0    1.0  954.5  954.5  0.000 0.109E-02 0.762E-03 0.120E-02 0.612E-03 1.0959 0.109E-02 0.120E-02

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
