nn  1  5     0.0    0.0    1.0  404.6  404.6  0.000 0.617E-01 0.751E-03 0.749E-01 0.616E-03 1.2129 0.642E-01 0.779E-01

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
