nn  1  7     0.0    0.0    1.0  754.6  754.6  0.000 0.127E-02 0.803E-03 0.157E-02 0.644E-03 1.2407 0.127E-02 0.157E-02

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
