nn  1  7     0.0    0.0    1.0  554.6  554.6  0.000 0.620E-02 0.798E-03 0.764E-02 0.654E-03 1.2329 0.629E-02 0.775E-02

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
